wavenumber         DET0         DET1
      18.0     0.055651     0.038188
      18.1     0.057687     0.037967
      18.2     0.059708     0.037792
      18.3     0.061707     0.037668
      18.4     0.063677     0.037598
      18.5     0.065609     0.037589
      18.6     0.067498     0.037644
      18.7     0.069338     0.037767
      18.8     0.071120     0.037964
      18.9     0.072841     0.038236
      19.0     0.074493     0.038587
      19.1     0.076071     0.039017
      19.2     0.077571     0.039526
      19.3     0.078985     0.040115
      19.4     0.080310     0.040781
      19.5     0.081538     0.041525
      19.6     0.082665     0.042343
      19.7     0.083687     0.043233
      19.8     0.084597     0.044193
      19.9     0.085392     0.045219
      20.0     0.086065     0.046307
      20.1     0.086616     0.047451
      20.2     0.087040     0.048646
      20.3     0.087331     0.049887
      20.4     0.087494     0.051166
      20.5     0.087521     0.052477
      20.6     0.087416     0.053811
      20.7     0.087178     0.055162
      20.8     0.086807     0.056521
      20.9     0.086308     0.057881
      21.0     0.085679     0.059233
      21.1     0.084926     0.060570
      21.2     0.084052     0.061882
      21.3     0.083057     0.063161
      21.4     0.081949     0.064399
      21.5     0.080729     0.065587
      21.6     0.079403     0.066719
      21.7     0.077975     0.067786
      21.8     0.076449     0.068780
      21.9     0.074833     0.069695
      22.0     0.073129     0.070523
      22.1     0.071347     0.071259
      22.2     0.069494     0.071897
      22.3     0.067575     0.072429
      22.4     0.065603     0.072854
      22.5     0.063586     0.073162
      22.6     0.061536     0.073353
      22.7     0.059463     0.073423
      22.8     0.057381     0.073367
      22.9     0.055301     0.073187
      23.0     0.053237     0.072877
      23.1     0.051202     0.072440
      23.2     0.049206     0.071876
      23.3     0.047262     0.071182
      23.4     0.045379     0.070365
      23.5     0.043567     0.069424
      23.6     0.041831     0.068364
      23.7     0.040176     0.067191
      23.8     0.038608     0.065907
      23.9     0.037125     0.064522
      24.0     0.035731     0.063039
      24.1     0.034424     0.061467
      24.2     0.033202     0.059815
      24.3     0.032068     0.058089
      24.4     0.031017     0.056300
      24.5     0.030055     0.054457
      24.6     0.029180     0.052571
      24.7     0.028398     0.050651
      24.8     0.027717     0.048707
      24.9     0.027140     0.046750
      25.0     0.026679     0.044791
      25.1     0.026341     0.042839
      25.2     0.026133     0.040905
      25.3     0.026068     0.039000
      25.4     0.026144     0.037131
      25.5     0.026368     0.035309
      25.6     0.026734     0.033542
      25.7     0.027235     0.031835
      25.8     0.027859     0.030199
      25.9     0.028586     0.028635
      26.0     0.029392     0.027152
      26.1     0.030249     0.025750
      26.2     0.031122     0.024434
      26.3     0.031977     0.023206
      26.4     0.032778     0.022064
      26.5     0.033487     0.021011
      26.6     0.034073     0.020044
      26.7     0.034506     0.019161
      26.8     0.034759     0.018361
      26.9     0.034819     0.017637
      27.0     0.034670     0.016989
      27.1     0.034316     0.016410
      27.2     0.033761     0.015897
      27.3     0.033014     0.015445
      27.4     0.032100     0.015047
      27.5     0.031038     0.014701
      27.6     0.029862     0.014399
      27.7     0.028601     0.014136
      27.8     0.027284     0.013908
      27.9     0.025945     0.013708
      28.0     0.024610     0.013533
      28.1     0.023305     0.013377
      28.2     0.022051     0.013236
      28.3     0.020864     0.013107
      28.4     0.019755     0.012985
      28.5     0.018733     0.012867
      28.6     0.017796     0.012751
      28.7     0.016946     0.012633
      28.8     0.016178     0.012512
      28.9     0.015484     0.012387
      29.0     0.014858     0.012257
      29.1     0.014290     0.012124
      29.2     0.013771     0.011987
      29.3     0.013295     0.011846
      29.4     0.012854     0.011702
      29.5     0.012441     0.011555
      29.6     0.012053     0.011405
      29.7     0.011686     0.011254
      29.8     0.011338     0.011103
      29.9     0.011008     0.010953
      30.0     0.010694     0.010805
      30.1     0.010397     0.010660
      30.2     0.010116     0.010516
      30.3     0.009851     0.010371
      30.4     0.009603     0.010226
      30.5     0.009369     0.010077
      30.6     0.009150     0.009924
      30.7     0.008944     0.009769
      30.8     0.008751     0.009613
      30.9     0.008567     0.009460
      31.0     0.008393     0.009311
      31.1     0.008227     0.009168
      31.2     0.008067     0.009030
      31.3     0.007913     0.008895
      31.4     0.007765     0.008757
      31.5     0.007621     0.008612
      31.6     0.007482     0.008456
      31.7     0.007350     0.008288
      31.8     0.007223     0.008109
      31.9     0.007104     0.007921
      32.0     0.006993     0.007734
      32.1     0.006893     0.007556
      32.2     0.006797     0.007383
      32.3     0.006714     0.007230
      32.4     0.006640     0.007097
      32.5     0.006576     0.006982
      32.6     0.006522     0.006885
      32.7     0.006474     0.006796
      32.8     0.006433     0.006719
      32.9     0.006398     0.006650
      33.0     0.006367     0.006588
      33.1     0.006340     0.006536
      33.2     0.006312     0.006490
      33.3     0.006285     0.006454
      33.4     0.006258     0.006428
      33.5     0.006230     0.006409
      33.6     0.006202     0.006397
      33.7     0.006171     0.006388
      33.8     0.006140     0.006382
      33.9     0.006108     0.006378
      34.0     0.006076     0.006376
      34.1     0.006045     0.006375
      34.2     0.006014     0.006376
      34.3     0.005984     0.006379
      34.4     0.005955     0.006384
      34.5     0.005928     0.006391
      34.6     0.005902     0.006399
      34.7     0.005875     0.006409
      34.8     0.005849     0.006418
      34.9     0.005822     0.006427
      35.0     0.005794     0.006437
      35.1     0.005765     0.006445
      35.2     0.005733     0.006456
      35.3     0.005699     0.006464
      35.4     0.005662     0.006470
      35.5     0.005624     0.006554
      35.6     0.005585     0.006722
      35.7     0.005544     0.006530
      35.8     0.005503     0.006433
      35.9     0.005462     0.006406
      36.0     0.005423     0.006374
      36.1     0.005386     0.006337
      36.2     0.005351     0.006303
      36.3     0.005321     0.006270
      36.4     0.005294     0.006241
      36.5     0.005271     0.006219
      36.6     0.005253     0.006204
      36.7     0.005240     0.006196
      36.8     0.005231     0.006193
      36.9     0.005226     0.006192
      37.0     0.005225     0.006190
      37.1     0.005228     0.006185
      37.2     0.005234     0.006175
      37.3     0.005243     0.006162
      37.4     0.005254     0.006148
      37.5     0.005268     0.006135
      37.6     0.005282     0.006127
      37.7     0.005299     0.006128
      37.8     0.005316     0.006141
      37.9     0.005334     0.006173
      38.0     0.005352     0.006221
      38.1     0.005370     0.006283
      38.2     0.005387     0.006364
      38.3     0.005403     0.006461
      38.4     0.005419     0.006578
      38.5     0.005433     0.006700
      38.6     0.005444     0.006814
      38.7     0.005454     0.006929
      38.8     0.005460     0.007046
      38.9     0.005463     0.007178
      39.0     0.005463     0.007304
      39.1     0.005458     0.007391
      39.2     0.005450     0.007427
      39.3     0.005437     0.007404
      39.4     0.005419     0.007333
      39.5     0.005396     0.007237
      39.6     0.005370     0.007133
      39.7     0.005339     0.007015
      39.8     0.005304     0.006887
      39.9     0.005263     0.006749
      40.0     0.005219     0.006623
      40.1     0.005174     0.006531
      40.2     0.005125     0.006470
      40.3     0.005075     0.006434
      40.4     0.005022     0.006421
      40.5     0.004967     0.006437
      40.6     0.004914     0.006316
      40.7     0.004859     0.006231
      40.8     0.004806     0.006128
      40.9     0.004751     0.006005
      41.0     0.004697     0.005885
      41.1     0.004647     0.005789
      41.2     0.004597     0.005718
      41.3     0.004550     0.005676
      41.4     0.004502     0.005657
      41.5     0.004457     0.005653
      41.6     0.004417     0.005654
      41.7     0.004379     0.005652
      41.8     0.004345     0.005644
      41.9     0.004313     0.005629
      42.0     0.004285     0.005611
      42.1     0.004262     0.005594
      42.2     0.004244     0.005577
      42.3     0.004230     0.005558
      42.4     0.004220     0.005536
      42.5     0.004215     0.005508
      42.6     0.004214     0.005475
      42.7     0.004218     0.005437
      42.8     0.004226     0.005397
      42.9     0.004238     0.005355
      43.0     0.004253     0.005314
      43.1     0.004271     0.005278
      43.2     0.004292     0.005242
      43.3     0.004315     0.005207
      43.4     0.004342     0.005170
      43.5     0.004369     0.005133
      43.6     0.004397     0.005099
      43.7     0.004426     0.005064
      43.8     0.004455     0.005031
      43.9     0.004486     0.004998
      44.0     0.004515     0.004966
      44.1     0.004543     0.004937
      44.2     0.004570     0.004909
      44.3     0.004595     0.004880
      44.4     0.004619     0.004847
      44.5     0.004640     0.004815
      44.6     0.004658     0.004790
      44.7     0.004673     0.004775
      44.8     0.004685     0.004772
      44.9     0.004695     0.004770
      45.0     0.004700     0.004760
      45.1     0.004702     0.004735
      45.2     0.004701     0.004695
      45.3     0.004697     0.004651
      45.4     0.004689     0.004612
      45.5     0.004677     0.004587
      45.6     0.004663     0.004573
      45.7     0.004646     0.004564
      45.8     0.004626     0.004555
      45.9     0.004603     0.004544
      46.0     0.004577     0.004534
      46.1     0.004550     0.004527
      46.2     0.004521     0.004522
      46.3     0.004490     0.004517
      46.4     0.004456     0.004511
      46.5     0.004422     0.004505
      46.6     0.004388     0.004500
      46.7     0.004352     0.004495
      46.8     0.004318     0.004490
      46.9     0.004281     0.004486
      47.0     0.004245     0.004482
      47.1     0.004212     0.004478
      47.2     0.004179     0.004475
      47.3     0.004149     0.004472
      47.4     0.004118     0.004469
      47.5     0.004089     0.004466
      47.6     0.004064     0.004463
      47.7     0.004041     0.004459
      47.8     0.004020     0.004456
      47.9     0.004001     0.004453
      48.0     0.003985     0.004450
      48.1     0.003972     0.004446
      48.2     0.003962     0.004443
      48.3     0.003954     0.004440
      48.4     0.003948     0.004437
      48.5     0.003945     0.004434
      48.6     0.003944     0.004431
      48.7     0.003945     0.004429
      48.8     0.003949     0.004428
      48.9     0.003954     0.004427
      49.0     0.003960     0.004427
      49.1     0.003968     0.004427
      49.2     0.003977     0.004427
      49.3     0.003987     0.004427
      49.4     0.003997     0.004427
      49.5     0.004009     0.004427
      49.6     0.004019     0.004426
      49.7     0.004030     0.004425
      49.8     0.004040     0.004424
      49.9     0.004050     0.004421
      50.0     0.004060     0.004418
      50.1     0.004068     0.004414
      50.2     0.004075     0.004409
      50.3     0.004081     0.004404
      50.4     0.004086     0.004397
      50.5     0.004089     0.004389
      50.6     0.004091     0.004381
      50.7     0.004092     0.004372
      50.8     0.004091     0.004362
      50.9     0.004088     0.004350
      51.0     0.004085     0.004338
      51.1     0.004080     0.004326
      51.2     0.004073     0.004312
      51.3     0.004066     0.004298
      51.4     0.004058     0.004282
      51.5     0.004048     0.004266
      51.6     0.004039     0.004250
      51.7     0.004028     0.004233
      51.8     0.004018     0.004216
      51.9     0.004007     0.004198
      52.0     0.003995     0.004179
      52.1     0.003985     0.004162
      52.2     0.003974     0.004144
      52.3     0.003964     0.004127
      52.4     0.003954     0.004109
      52.5     0.003944     0.004092
      52.6     0.003936     0.004077
      52.7     0.003927     0.004062
      52.8     0.003920     0.004049
      52.9     0.003913     0.004037
      53.0     0.003906     0.004027
      53.1     0.003901     0.004019
      53.2     0.003896     0.004012
      53.3     0.003891     0.004007
      53.4     0.003887     0.004004
      53.5     0.003884     0.004002
      53.6     0.003881     0.004003
      53.7     0.003879     0.004005
      53.8     0.003877     0.004008
      53.9     0.003876     0.004014
      54.0     0.003875     0.004021
      54.1     0.003875     0.004028
      54.2     0.003874     0.004037
      54.3     0.003874     0.004046
      54.4     0.003875     0.004056
      54.5     0.003875     0.004066
      54.6     0.003875     0.004076
      54.7     0.003875     0.004087
      54.8     0.003875     0.004096
      54.9     0.003874     0.004106
      55.0     0.003873     0.004115
      55.1     0.003871     0.004123
      55.2     0.003867     0.004131
      55.3     0.003864     0.004137
      55.4     0.003858     0.004142
      55.5     0.003852     0.004146
      55.6     0.003844     0.004149
      55.7     0.003836     0.004150
      55.8     0.003826     0.004150
      55.9     0.003815     0.004148
      56.0     0.003803     0.004145
      56.1     0.003791     0.004140
      56.2     0.003777     0.004135
      56.3     0.003764     0.004128
      56.4     0.003749     0.004120
      56.5     0.003734     0.004110
      56.6     0.003719     0.004100
      56.7     0.003704     0.004089
      56.8     0.003689     0.004078
      56.9     0.003675     0.004065
      57.0     0.003660     0.004051
      57.1     0.003648     0.004038
      57.2     0.003635     0.004024
      57.3     0.003625     0.004011
      57.4     0.003615     0.003996
      57.5     0.003607     0.003982
      57.6     0.003601     0.003968
      57.7     0.003596     0.003954
      57.8     0.003593     0.003941
      57.9     0.003592     0.003928
      58.0     0.003593     0.003915
      58.1     0.003596     0.003903
      58.2     0.003600     0.003891
      58.3     0.003605     0.003881
      58.4     0.003613     0.003871
      58.5     0.003621     0.003861
      58.6     0.003630     0.003853
      58.7     0.003641     0.003845
      58.8     0.003651     0.003838
      58.9     0.003663     0.003832
      59.0     0.003675     0.003827
      59.1     0.003686     0.003823
      59.2     0.003698     0.003820
      59.3     0.003709     0.003817
      59.4     0.003721     0.003816
      59.5     0.003732     0.003815
      59.6     0.003742     0.003815
      59.7     0.003752     0.003816
      59.8     0.003760     0.003818
      59.9     0.003768     0.003820
      60.0     0.003775     0.003823
      60.1     0.003780     0.003826
      60.2     0.003784     0.003830
      60.3     0.003786     0.003834
      60.4     0.003787     0.003839
      60.5     0.003786     0.003844
      60.6     0.003784     0.003850
      60.7     0.003780     0.003855
      60.8     0.003774     0.003860
      60.9     0.003767     0.003866
      61.0     0.003758     0.003871
      61.1     0.003748     0.003876
      61.2     0.003736     0.003881
      61.3     0.003724     0.003886
      61.4     0.003709     0.003890
      61.5     0.003694     0.003894
      61.6     0.003679     0.003897
      61.7     0.003662     0.003899
      61.8     0.003645     0.003901
      61.9     0.003627     0.003902
      62.0     0.003609     0.003902
      62.1     0.003592     0.003902
      62.2     0.003574     0.003900
      62.3     0.003557     0.003898
      62.4     0.003539     0.003895
      62.5     0.003522     0.003891
      62.6     0.003507     0.003886
      62.7     0.003491     0.003880
      62.8     0.003478     0.003874
      62.9     0.003465     0.003866
      63.0     0.003453     0.003857
      63.1     0.003443     0.003848
      63.2     0.003434     0.003838
      63.3     0.003426     0.003827
      63.4     0.003420     0.003816
      63.5     0.003416     0.003804
      63.6     0.003413     0.003792
      63.7     0.003412     0.003778
      63.8     0.003412     0.003766
      63.9     0.003414     0.003753
      64.0     0.003418     0.003739
      64.1     0.003422     0.003727
      64.2     0.003428     0.003714
      64.3     0.003435     0.003702
      64.4     0.003443     0.003691
      64.5     0.003452     0.003679
      64.6     0.003461     0.003670
      64.7     0.003471     0.003660
      64.8     0.003482     0.003652
      64.9     0.003492     0.003644
      65.0     0.003503     0.003638
      65.1     0.003513     0.003633
      65.2     0.003522     0.003629
      65.3     0.003532     0.003626
      65.4     0.003540     0.003625
      65.5     0.003548     0.003625
      65.6     0.003555     0.003625
      65.7     0.003561     0.003627
      65.8     0.003566     0.003630
      65.9     0.003570     0.003634
      66.0     0.003573     0.003639
      66.1     0.003574     0.003644
      66.2     0.003575     0.003650
      66.3     0.003574     0.003657
      66.4     0.003573     0.003664
      66.5     0.003570     0.003672
      66.6     0.003566     0.003679
      66.7     0.003562     0.003687
      66.8     0.003557     0.003695
      66.9     0.003551     0.003702
      67.0     0.003544     0.003710
      67.1     0.003538     0.003717
      67.2     0.003530     0.003724
      67.3     0.003522     0.003730
      67.4     0.003514     0.003736
      67.5     0.003506     0.003742
      67.6     0.003498     0.003747
      67.7     0.003490     0.003751
      67.8     0.003482     0.003754
      67.9     0.003474     0.003757
      68.0     0.003466     0.003759
      68.1     0.003458     0.003760
      68.2     0.003451     0.003760
      68.3     0.003445     0.003759
      68.4     0.003439     0.003757
      68.5     0.003433     0.003755
      68.6     0.003428     0.003751
      68.7     0.003424     0.003747
      68.8     0.003420     0.003742
      68.9     0.003417     0.003736
      69.0     0.003414     0.003729
      69.1     0.003412     0.003722
      69.2     0.003411     0.003714
      69.3     0.003410     0.003705
      69.4     0.003410     0.003696
      69.5     0.003410     0.003686
      69.6     0.003410     0.003676
      69.7     0.003411     0.003666
      69.8     0.003412     0.003656
      69.9     0.003413     0.003645
      70.0     0.003414     0.003637
